Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
534,tt0093137,2021-10-05,2021-10-05,,Hamburger Hill,https://www.imdb.com/title/tt0093137/,movie,6.7,110,1987,"Action, Drama, Thriller, War",25698,1987-08-28,John Irvin
535,tt0073343,2021-10-05,2021-10-05,,The Man from Hong Kong,https://www.imdb.com/title/tt0073343/,movie,6.6,106,1975,"Action, Adventure, Drama",1541,1975-06-02,"Jimmy Wang Yu, Brian Trenchard-Smith"
536,tt0105219,2021-10-05,2021-10-05,,Rapid Fire,https://www.imdb.com/title/tt0105219/,movie,6.2,95,1992,"Action, Crime, Drama, Thriller",9561,1992-08-21,Dwight H. Little
537,tt0120746,2021-10-05,2021-10-05,,The Mask of Zorro,https://www.imdb.com/title/tt0120746/,movie,6.8,136,1998,"Action, Adventure, Comedy, Romance, Thriller, Western",182736,1998-07-10,Martin Campbell
538,tt0253556,2021-10-05,2021-10-05,,Reign of Fire,https://www.imdb.com/title/tt0253556/,movie,6.2,101,2002,"Action, Adventure, Fantasy, Thriller",135419,2002-07-09,Rob Bowman
539,tt0071565,2021-10-05,2021-10-05,,Gojira tai Mekagojira,https://www.imdb.com/title/tt0071565/,movie,6.2,84,1974,"Action, Adventure, Family, Fantasy, Sci-Fi",6817,1974-03-21,Jun Fukuda
540,tt0109916,2021-10-05,2021-10-05,,Gojira vs. Supesugojira,https://www.imdb.com/title/tt0109916/,movie,5.8,108,1994,"Action, Adventure, Sci-Fi",4854,1994-12-10,"Kenshô Yamashita, Takao Okawara, Kazuki Ohmori"
541,tt0113187,2021-10-05,2021-10-05,,Gojira vs. Desutoroiâ,https://www.imdb.com/title/tt0113187/,movie,6.9,103,1995,"Action, Horror, Sci-Fi",6412,1995-12-09,"Kenshô Yamashita, Shûe Matsubayashi, Ishirô Honda, Takao Okawara, Kazuki Ohmori, Koji Hashimoto"
542,tt0047034,2021-10-05,2021-10-05,,Gojira,https://www.imdb.com/title/tt0047034/,movie,7.5,96,1954,"Horror, Sci-Fi",33615,1954-11-03,Ishirô Honda
543,tt0051808,2021-10-05,2021-10-05,,Kakushi-toride no san-akunin,https://www.imdb.com/title/tt0051808/,movie,8.1,139,1958,"Action, Adventure, Drama",38823,1958-12-28,Akira Kurosawa
544,tt0073784,2021-10-05,2021-10-05,,Take a Hard Ride,https://www.imdb.com/title/tt0073784/,movie,5.7,103,1975,Western,1268,1975-07-30,Antonio Margheriti
545,tt0070169,2021-10-05,2021-10-05,,Hell Up in Harlem,https://www.imdb.com/title/tt0070169/,movie,5.9,94,1973,"Action, Crime, Drama, Thriller",1541,1973-12-21,Larry Cohen
546,tt0069792,2021-10-05,2021-10-05,,Black Caesar,https://www.imdb.com/title/tt0069792/,movie,6.4,87,1973,"Action, Crime, Drama, Thriller",3545,1973-02-07,Larry Cohen
547,tt0086051,2021-10-05,2021-10-05,,"One Down, Two to Go",https://www.imdb.com/title/tt0086051/,movie,4.5,85,1982,"Action, Drama",592,1982-11-19,Fred Williamson
548,tt0069897,2021-10-05,2021-10-05,,Coffy,https://www.imdb.com/title/tt0069897/,movie,6.8,90,1973,"Action, Crime, Thriller",11365,1973-05-11,Jack Hill
549,tt0073019,2021-10-05,2021-10-05,,Friday Foster,https://www.imdb.com/title/tt0073019/,movie,6.0,90,1975,Action,2086,1975-12-25,Arthur Marks
550,tt0075029,2021-10-05,2021-10-05,,The Outlaw Josey Wales,https://www.imdb.com/title/tt0075029/,movie,7.8,135,1976,Western,73006,1976-06-26,Clint Eastwood
551,tt2404435,2021-10-05,2021-10-05,,The Magnificent Seven,https://www.imdb.com/title/tt2404435/,movie,6.8,132,2016,"Action, Adventure, Western",209944,2016-09-08,Antoine Fuqua
552,tt0055630,2021-10-05,2021-10-05,,Yôjinbô,https://www.imdb.com/title/tt0055630/,movie,8.2,110,1961,"Action, Drama, Thriller",121580,1961-04-25,Akira Kurosawa
553,tt1247640,2021-10-05,2021-10-05,,Banlieue 13: Ultimatum,https://www.imdb.com/title/tt1247640/,movie,6.5,101,2009,"Action, Crime, Thriller",44603,2009-02-18,Patrick Alessandrin
554,tt6772804,2021-10-05,2021-10-05,,Escape Plan: The Extractors,https://www.imdb.com/title/tt6772804/,movie,4.4,97,2019,"Action, Crime, Thriller",14384,2019-06-08,John Herzfeld
555,tt0120353,2021-10-05,2021-10-05,,Top of the World,https://www.imdb.com/title/tt0120353/,movie,4.5,100,1997,"Action, Thriller",873,1997-09-10,Sidney J. Furie
556,tt0171227,2021-10-05,2021-10-05,,Diplomatic Siege,https://www.imdb.com/title/tt0171227/,movie,3.9,90,1999,"Action, Thriller",1489,1999-05-31,Gustavo Graef Marino
557,tt0113394,2021-10-05,2021-10-05,,The Immortals,https://www.imdb.com/title/tt0113394/,movie,5.4,98,1995,"Action, Crime, Drama, Thriller",1449,1995-05-31,Brian Grant
558,tt0106902,2021-10-05,2021-10-05,,Fifty/Fifty,https://www.imdb.com/title/tt0106902/,movie,5.6,101,1992,"Action, Adventure, Comedy",829,1992-06-09,Charles Martin Smith
559,tt1386925,2021-10-05,2021-10-05,,The Dead,https://www.imdb.com/title/tt1386925/,movie,5.7,105,2010,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",9297,2010-08-30,"Jonathan Ford, Howard J. Ford"
560,tt2917336,2021-10-05,2021-10-05,,The Dead 2: India,https://www.imdb.com/title/tt2917336/,movie,5.1,98,2013,Horror,2044,2013-08-22,"Jonathan Ford, Howard J. Ford"
561,tt1705134,2021-10-05,2021-10-05,,State of Emergency,https://www.imdb.com/title/tt1705134/,movie,5.2,90,2011,"Horror, Sci-Fi, Thriller",3036,2011-10-05,Turner Clay
562,tt0993840,2021-10-05,2021-10-05,,Army of the Dead,https://www.imdb.com/title/tt0993840/,movie,5.7,148,2021,"Action, Crime, Horror, Sci-Fi, Thriller",168898,2021-05-14,Zack Snyder
563,tt12361974,2021-10-05,2021-10-05,,Zack Snyder's Justice League,https://www.imdb.com/title/tt12361974/,movie,8.0,242,2021,"Action, Adventure, Fantasy, Sci-Fi",382830,2021-03-18,Zack Snyder
564,tt0144964,2021-10-05,2021-10-05,,Highlander: Endgame,https://www.imdb.com/title/tt0144964/,movie,4.6,87,2000,"Action, Adventure, Fantasy, Sci-Fi",20344,2000-09-01,Douglas Aarniokoski
565,tt0091203,2021-10-05,2021-10-05,,Highlander,https://www.imdb.com/title/tt0091203/,movie,7.1,116,1986,"Action, Adventure, Fantasy",134240,1986-01-31,Russell Mulcahy
566,tt1234721,2021-10-05,2021-10-05,,RoboCop,https://www.imdb.com/title/tt1234721/,movie,6.2,117,2014,"Action, Crime, Sci-Fi, Thriller",226287,2014-01-30,José Padilha
567,tt0433035,2021-10-05,2021-10-05,,Real Steel,https://www.imdb.com/title/tt0433035/,movie,7.0,127,2011,"Action, Drama, Sci-Fi, Sport",324034,2011-09-06,Shawn Levy
568,tt0101764,2021-10-05,2021-10-05,,Double Impact,https://www.imdb.com/title/tt0101764/,movie,5.6,110,1991,"Action, Crime",40932,1991-07-31,Sheldon Lettich
569,tt1931533,2021-10-05,2021-10-05,,Seven Psychopaths,https://www.imdb.com/title/tt1931533/,movie,7.1,110,2012,"Comedy, Crime",255132,2012-09-07,Martin McDonagh
570,tt0097539,2021-10-05,2021-10-05,,Wong ga si je IV: Jik gik jing yan,https://www.imdb.com/title/tt0097539/,movie,7.0,94,1989,"Action, Comedy, Crime",1413,1989-07-21,Woo-Ping Yuen
571,tt0095337,2021-10-05,2021-10-05,,Huang jia shi jie zhi III: Ci xiong da dao,https://www.imdb.com/title/tt0095337/,movie,6.4,90,1988,Action,422,1988-09-23,"Brandy Yuen, Arthur Wong"
572,tt0091229,2021-10-05,2021-10-05,,Wong ga jin si,https://www.imdb.com/title/tt0091229/,movie,6.8,96,1986,"Action, Drama",1331,1986-06-26,David Chung
573,tt0093229,2021-10-05,2021-10-05,,Huang jia shi jie,https://www.imdb.com/title/tt0093229/,movie,6.6,95,1985,"Action, Comedy, Crime, Drama",1688,1985-11-30,Corey Yuen
574,tt0099578,2021-10-05,2021-10-05,,The First Power,https://www.imdb.com/title/tt0099578/,movie,5.7,98,1990,"Crime, Horror, Thriller",4235,1990-04-06,Robert Resnikoff
575,tt0111290,2021-10-05,2021-10-05,,Stickfighter,https://www.imdb.com/title/tt0111290/,movie,4.8,89,1994,"Action, Crime, Drama",82,1997-12-31,BJ Davis
576,tt0119225,2021-10-05,2021-10-05,,Gridlock'd,https://www.imdb.com/title/tt0119225/,movie,6.9,91,1997,"Comedy, Crime, Drama",15666,1997-01-29,Vondie Curtis-Hall
577,tt0114238,2021-10-05,2021-10-05,,Raw Target,https://www.imdb.com/title/tt0114238/,movie,5.3,92,1995,"Action, Thriller",82,1995-02-23,Tim Spring
578,tt0099938,2021-10-05,2021-10-05,,Kindergarten Cop,https://www.imdb.com/title/tt0099938/,movie,6.2,111,1990,"Action, Comedy, Crime",147541,1990-12-21,Ivan Reitman
579,tt0089118,2021-10-05,2021-10-05,,F/X,https://www.imdb.com/title/tt0089118/,movie,6.7,109,1986,"Action, Thriller",20140,1986-01-31,Robert Mandel
580,tt0104080,2021-10-05,2021-10-05,,Delta Heat,https://www.imdb.com/title/tt0104080/,movie,5.1,91,1992,"Action, Drama",401,1992-11-09,Michael Fischa
581,tt0096244,2021-10-05,2021-10-05,,Tequila Sunrise,https://www.imdb.com/title/tt0096244/,movie,6.0,115,1988,"Crime, Drama, Romance, Thriller",31699,1988-12-02,Robert Towne
582,tt4139124,2021-10-05,2021-10-05,,Keanu,https://www.imdb.com/title/tt4139124/,movie,6.2,100,2016,"Action, Comedy, Crime",48643,2016-03-13,Peter Atencio
583,tt0102593,2021-10-05,2021-10-05,,One Good Cop,https://www.imdb.com/title/tt0102593/,movie,5.8,114,1991,"Action, Crime, Drama, Thriller",4205,1991-05-03,Heywood Gould
584,tt0277803,2021-10-05,2021-10-05,,Lockdown,https://www.imdb.com/title/tt0277803/,movie,5.3,90,1990,"Action, Crime, Drama",84,1991-01-31,Frank Harris
585,tt3398252,2021-10-05,2021-10-05,,Samurai Cop 2: Deadly Vengeance,https://www.imdb.com/title/tt3398252/,movie,4.2,94,2015,"Action, Crime, Thriller",4409,2015-10-09,Gregory Hatanaka
586,tt0131502,2021-10-05,2021-10-05,,No Code of Conduct,https://www.imdb.com/title/tt0131502/,movie,4.7,90,1998,"Action, Crime, Drama, Thriller",1549,1998-11-01,Bret Michaels
587,tt0109959,2021-10-05,2021-10-05,,Gunmen,https://www.imdb.com/title/tt0109959/,movie,5.2,94,1993,"Action, Comedy, Crime, Thriller",3606,1993-05-21,Deran Sarafian
588,tt2996648,2021-10-05,2021-10-05,,Bad Ass 2: Bad Asses,https://www.imdb.com/title/tt2996648/,video,5.5,91,2014,"Action, Comedy, Drama",4861,2014-02-17,Craig Moss
589,tt1540133,2021-10-05,2021-10-05,,The Guard,https://www.imdb.com/title/tt1540133/,movie,7.3,96,2011,"Comedy, Crime, Thriller",86719,2011-01-20,John Michael McDonagh
590,tt0144250,2021-10-05,2021-10-05,,The Inspectors,https://www.imdb.com/title/tt0144250/,tvMovie,6.0,105,1998,"Crime, Mystery",561,1998-09-20,Brad Turner
591,tt0239066,2021-10-05,2021-10-05,,The Inspectors 2: A Shred of Evidence,https://www.imdb.com/title/tt0239066/,tvMovie,6.0,97,2000,"Crime, Mystery",528,2000-03-12,Brad Turner
592,tt0162650,2021-10-05,2021-10-05,,Shaft,https://www.imdb.com/title/tt0162650/,movie,6.0,99,2000,"Action, Crime, Thriller",77065,2000-06-16,John Singleton
593,tt0126344,2021-10-05,2021-10-05,,I Went Down,https://www.imdb.com/title/tt0126344/,movie,6.8,107,1997,"Action, Comedy, Crime, Drama",2146,1997-10-03,Paddy Breathnach
594,tt0362820,2021-10-05,2021-10-05,,The Librarians,https://www.imdb.com/title/tt0362820/,movie,4.4,96,2003,"Action, Thriller",408,2003-12-16,Mike Kirton
595,tt0389957,2021-10-05,2021-10-05,,Edison,https://www.imdb.com/title/tt0389957/,movie,5.3,99,2005,"Action, Crime, Drama, Thriller",15459,2005-03-05,David J. Burke
596,tt1659338,2021-10-05,2021-10-05,,The Numbers Station,https://www.imdb.com/title/tt1659338/,movie,5.6,89,2013,"Action, Thriller",20090,2013-03-21,Kasper Barfoed
597,tt0264395,2021-10-05,2021-10-05,,Basic,https://www.imdb.com/title/tt0264395/,movie,6.4,98,2003,"Action, Crime, Drama, Mystery, Thriller",62891,2003-03-28,John McTiernan
598,tt0183649,2021-10-05,2021-10-05,,Phone Booth,https://www.imdb.com/title/tt0183649/,movie,7.1,81,2002,"Crime, Thriller",266850,2002-09-10,Joel Schumacher
599,tt0337921,2021-10-05,2021-10-05,,Cellular,https://www.imdb.com/title/tt0337921/,movie,6.5,94,2004,"Action, Crime, Thriller",100494,2004-09-10,David R. Ellis
600,tt0118900,2021-10-05,2021-10-05,,Gang Related,https://www.imdb.com/title/tt0118900/,movie,6.4,116,1997,"Action, Crime, Drama, Romance, Thriller",9050,1997-10-08,Jim Kouf
601,tt0102526,2021-10-05,2021-10-05,,New Jack City,https://www.imdb.com/title/tt0102526/,movie,6.6,97,1991,"Action, Crime, Drama, Thriller",35253,1991-01-17,Mario Van Peebles
602,tt0816711,2021-10-05,2021-10-05,,World War Z,https://www.imdb.com/title/tt0816711/,movie,7.0,116,2013,"Action, Adventure, Horror, Sci-Fi",653310,2013-06-02,Marc Forster
603,tt0110399,2021-10-05,2021-10-05,,A Low Down Dirty Shame,https://www.imdb.com/title/tt0110399/,movie,5.9,108,1994,"Action, Comedy, Crime",7322,1994-11-23,Keenen Ivory Wayans
604,tt1085492,2021-10-12,2021-10-12,,The Prince,https://www.imdb.com/title/tt1085492/,movie,4.6,93,2014,"Action, Thriller",18513,2014-08-22,Brian A. Miller
605,tt4720702,2021-10-20,2021-10-20,,Bushwick,https://www.imdb.com/title/tt4720702/,movie,5.2,94,2017,"Action, Thriller",11579,2017-01-21,"Cary Murnion, Jonathan Milott"
606,tt0143145,2021-10-24,2021-10-24,,The World Is Not Enough,https://www.imdb.com/title/tt0143145/,movie,6.4,128,1999,"Action, Adventure, Thriller",199762,1999-11-08,Michael Apted
607,tt0076752,2021-10-24,2021-10-24,,The Spy Who Loved Me,https://www.imdb.com/title/tt0076752/,movie,7.0,125,1977,"Action, Adventure, Thriller",108035,1977-07-07,Lewis Gilbert
608,tt0097742,2021-10-24,2021-10-24,,Licence to Kill,https://www.imdb.com/title/tt0097742/,movie,6.6,133,1989,"Action, Adventure, Thriller",103923,1989-06-13,John Glen
609,tt0104558,2021-11-16,2021-11-16,,Ging chaat goo si III: Chiu kup ging chaat,https://www.imdb.com/title/tt0104558/,movie,6.9,96,1992,"Action, Comedy, Crime, Thriller",21476,1992-07-04,Stanley Tong
610,tt10696784,2021-11-16,2021-11-16,,The Harder They Fall,https://www.imdb.com/title/tt10696784/,movie,6.5,139,2021,"Action, Drama, Western",59383,2021-10-06,Jeymes Samuel
611,tt4642044,2021-11-19,2021-11-19,,Riot,https://www.imdb.com/title/tt4642044/,movie,5.1,87,2015,Action,3378,2015-12-02,John Lyde
612,tt9376612,2021-11-25,2021-11-25,,Shang-Chi and the Legend of the Ten Rings,https://www.imdb.com/title/tt9376612/,movie,7.4,132,2021,"Action, Adventure, Fantasy, Sci-Fi",361293,2021-08-16,Destin Daniel Cretton
613,tt6349302,2021-12-09,2021-12-09,,Sniper: Ultimate Kill,https://www.imdb.com/title/tt6349302/,movie,5.6,90,2017,"Action, Drama, Thriller",4539,2017-10-03,Claudio Fäh
614,tt11827628,2021-12-16,2021-12-16,,Memory,https://www.imdb.com/title/tt11827628/,movie,5.6,114,2022,"Action, Thriller",11796,2022-04-28,Martin Campbell
615,tt14060094,2021-12-16,2021-12-16,,Blacklight,https://www.imdb.com/title/tt14060094/,movie,4.7,104,2022,"Action, Thriller",13324,2022-02-10,Mark Williams
616,tt0119931,2021-12-18,2021-12-18,,Standoff,https://www.imdb.com/title/tt0119931/,movie,5.0,91,1998,"Mystery, Thriller",501,1998-01-12,Andrew Chapman
617,tt2515034,2021-12-19,2021-12-19,,The Gunman,https://www.imdb.com/title/tt2515034/,movie,5.8,115,2015,"Action, Adventure, Crime, Thriller",41075,2015-02-16,Pierre Morel
618,tt8356942,2022-01-05,2022-01-05,,The 355,https://www.imdb.com/title/tt8356942/,movie,5.4,122,2022,"Action, Thriller",24573,2022-01-05,Simon Kinberg
